year	country_id	lifeExp	pop	gdpPercap
1987	215	77.41	6649942	30281.70459
1992	215	78.03	6995447	31871.5303
1997	215	79.37	7193761	32135.32301
2002	215	80.62	7361757	34480.95771
2007	215	81.701	7554661	37506.41907
1952	216	45.883	3661549	1643.485354
1957	216	48.284	4149908	2117.234893
1962	216	50.305	4834621	2193.037133
1967	216	53.655	5680812	1881.923632
1972	216	57.296	6701172	2571.423014
1977	216	61.195	7932503	3195.484582
1982	216	64.59	9410494	3761.837715
1987	216	66.974	11242847	3116.774285
1992	216	69.249	13219062	3340.542768
1997	216	71.527	15081016	4014.238972
2002	216	73.053	17155814	4090.925331
2007	216	74.143	19314747	4184.548089
1952	217	58.5	8550362	1206.947913
1957	217	62.4	10164215	1507.86129
1962	217	65.2	11918938	1822.879028
1967	217	67.5	13648692	2643.858681
1972	217	69.39	15226039	4062.523897
1977	217	70.59	16785196	5596.519826
1982	217	72.16	18501390	7426.354774
1987	217	73.4	19757799	11054.56175
1992	217	74.26	20686918	15215.6579
1997	217	75.25	21628605	20206.82098
2002	217	76.99	22454239	23235.42329
2007	217	78.4	23174294	28718.27684
1952	219	41.215	8322925	716.6500721
1957	219	42.974	9452826	698.5356073
1962	219	44.246	10863958	722.0038073
1967	219	45.757	12607312	848.2186575
1972	219	47.62	14706593	915.9850592
1977	219	49.919	17129565	962.4922932
1982	219	50.608	19844382	874.2426069
1987	219	51.535	23040630	831.8220794
1992	219	50.44	26605473	825.682454
1997	219	48.466	30686889	789.1862231
2002	219	49.651	34593779	899.0742111
2007	219	52.517	38139640	1107.482182
1952	220	50.848	21289402	757.7974177
1957	220	53.63	25041917	793.5774148
1962	220	56.061	29263397	1002.199172
1967	220	58.285	34024249	1295.46066
1972	220	60.405	39276153	1524.358936
1977	220	62.494	44148285	1961.224635
1982	220	64.597	48827160	2393.219781
1987	220	66.084	52910342	2982.653773
1992	220	67.298	56667095	4616.896545
1997	220	67.521	60216677	5852.625497
2002	220	68.564	62806748	5913.187529
2007	220	70.616	65068149	7458.396327
1952	222	38.596	1219113	859.8086567
1957	222	41.208	1357445	925.9083202
1962	222	43.922	1528098	1067.53481
1967	222	46.769	1735550	1477.59676
1972	222	49.759	2056351	1649.660188
1977	222	52.887	2308582	1532.776998
1982	222	55.471	2644765	1344.577953
1987	222	56.941	3154264	1202.201361
1992	222	58.061	3747553	1034.298904
1997	222	58.39	4320890	982.2869243
2002	222	57.561	4977378	886.2205765
2007	222	58.42	5701579	882.9699438
1952	225	59.1	662850	3023.271928
1957	225	61.8	764900	4100.3934
1962	225	64.9	887498	4997.523971
1967	225	65.4	960155	5621.368472
1972	225	65.9	975199	6619.551419
1977	225	68.3	1039009	7899.554209
1982	225	68.832	1116479	9119.528607
1987	225	69.582	1191336	7388.597823
1992	225	69.862	1183669	7370.990932
1997	225	69.465	1138101	8792.573126
2002	225	68.976	1101832	11460.60023
2007	225	69.819	1056608	18008.50924
1952	226	44.6	3647735	1468.475631
1957	226	47.1	3950849	1395.232468
1962	226	49.579	4286552	1660.30321
1967	226	52.053	4786986	1932.360167
1972	226	55.602	5303507	2753.285994
1977	226	59.837	6005061	3120.876811
1982	226	64.048	6734098	3560.233174
1987	226	66.894	7724976	3810.419296
1992	226	70.001	8523077	4332.720164
1997	226	71.973	9231669	4876.798614
2002	226	73.042	9770575	5722.895655
2007	226	73.923	10276158	7092.923025
1952	230	43.585	22235677	1969.10098
1957	230	48.079	25670939	2218.754257
1962	230	52.098	29788695	2322.869908
1967	230	54.336	33411317	2826.356387
1972	230	57.005	37492953	3450.69638
1977	230	59.507	42404033	4269.122326
1982	230	61.036	47328791	4241.356344
1987	230	63.108	52881328	5089.043686
1992	230	66.146	58179144	5678.348271
1997	230	68.835	63047647	6601.429915
2002	230	70.845	67308928	6508.085718
2007	230	71.777	71158647	8458.276384
1952	231	39.978	5824797	734.753484
1957	231	42.571	6675501	774.3710692
1962	231	45.344	7688797	767.2717398
1967	231	48.051	8900294	908.9185217
1972	231	51.016	10190285	950.735869
1977	231	50.35	11457758	843.7331372
1982	231	49.849	12939400	682.2662268
1987	231	51.509	15283050	617.7244065
1992	231	48.825	18252190	644.1707969
1997	231	44.578	21210254	816.559081
2002	231	47.813	24739869	927.7210018
2007	231	51.542	29170398	1056.380121
1952	234	69.18	50430000	9979.508487
1957	234	70.42	51430000	11283.17795
1962	234	70.76	53292000	12477.17707
1967	234	71.36	54959000	14142.85089
1972	234	72.01	56079000	15895.11641
1977	234	72.76	56179000	17428.74846
1982	234	74.04	56339704	18232.42452
1987	234	75.007	56981620	21664.78767
1992	234	76.42	57866349	22705.09254
1997	234	77.218	58808266	26074.53136
2002	234	78.471	59912431	29478.99919
2007	234	79.425	60776238	33203.26128
1952	236	68.44	157553000	13990.48208
1957	236	69.49	171984000	14847.12712
1962	236	70.21	186538000	16173.14586
1967	236	70.76	198712000	19530.36557
1972	236	71.34	209896000	21806.03594
1977	236	73.38	220239000	24072.63213
1982	236	74.65	232187835	25009.55914
1987	236	75.02	242803533	29884.35041
1992	236	76.09	256894189	32003.93224
1997	236	76.81	272911760	35767.43303
2002	236	77.31	287675526	39097.09955
2007	236	78.242	301139947	42951.65309
1952	237	66.071	2252965	5716.766744
1957	237	67.044	2424959	6150.772969
1962	237	68.253	2598466	5603.357717
1967	237	68.468	2748579	5444.61962
1972	237	68.673	2829526	5703.408898
1977	237	69.481	2873520	6504.339663
1982	237	70.805	2953997	6920.223051
1987	237	71.918	3045153	7452.398969
1992	237	72.752	3149262	8137.004775
1997	237	74.223	3262838	9230.240708
2002	237	75.307	3363085	7727.002004
2007	237	76.384	3447496	10611.46299
1952	240	55.088	5439568	7689.799761
1957	240	57.907	6702668	9802.466526
1962	240	60.77	8143375	8422.974165
1967	240	63.479	9709552	9541.474188
1972	240	65.712	11515649	10505.25966
1977	240	67.456	13503563	13143.95095
1982	240	68.557	15620766	11152.41011
1987	240	70.19	17910182	9883.584648
1992	240	71.15	20265563	10733.92631
1997	240	72.146	22374398	10165.49518
2002	240	72.766	24287670	8605.047831
2007	240	73.747	26084662	11415.80569
1952	241	40.412	26246839	605.0664917
1957	241	42.887	28998543	676.2854478
1962	241	45.363	33796140	772.0491602
1967	241	47.838	39463910	637.1232887
1972	241	50.254	44655014	699.5016441
1977	241	55.764	50533506	713.5371196
1982	241	58.816	56142181	707.2357863
1987	241	62.82	62826491	820.7994449
1992	241	67.662	69940728	989.0231487
1997	241	70.672	76048996	1385.896769
2002	241	73.017	80908147	1764.456677
2007	241	74.249	85262356	2441.576404
1952	170	43.16	1030585	1515.592329
1957	170	45.671	1070439	1827.067742
1962	170	48.127	1133134	2198.956312
1967	170	51.631	1142636	2649.715007
1972	170	56.532	1089572	3133.409277
1977	170	60.765	1261091	3682.831494
1982	170	64.406	1425876	4336.032082
1987	170	67.046	1691210	5107.197384
1992	170	69.718	2104779	6017.654756
1997	170	71.096	2826046	7110.667619
2002	170	72.37	3389578	4515.487575
2007	170	73.422	4018332	3025.349798
1952	247	32.548	4963829	781.7175761
1957	247	33.97	5498090	804.8304547
1962	247	35.18	6120081	825.6232006
1967	247	36.984	6740785	862.4421463
1972	247	39.848	7407075	1265.047031
1977	247	44.175	8403990	1829.765177
1982	247	49.113	9657618	1977.55701
1987	247	52.922	11219340	1971.741538
1992	247	55.599	13367997	1879.496673
1997	247	58.02	15826497	2117.484526
2002	247	60.308	18701257	2234.820827
2007	247	62.698	22211743	2280.769906
1952	248	42.038	2672000	1147.388831
1957	248	44.077	3016000	1311.956766
1962	248	46.023	3421000	1452.725766
1967	248	47.768	3900000	1777.077318
1972	248	50.107	4506497	1773.498265
1977	248	51.386	5216550	1588.688299
1982	248	51.821	6100407	1408.678565
1987	248	50.821	7272406	1213.315116
1992	248	46.1	8381163	1210.884633
1997	248	40.238	9417789	1071.353818
2002	248	39.193	10595811	1071.613938
2007	248	42.384	11746035	1271.211593
1952	249	48.451	3080907	406.8841148
1957	249	50.469	3646340	518.7642681
1962	249	52.358	4277736	527.2721818
1967	249	53.995	4995432	569.7950712
1972	249	55.635	5861135	799.3621758
1977	249	57.674	6642107	685.5876821
1982	249	60.363	7636524	788.8550411
1987	249	62.351	9216418	706.1573059
1992	249	60.377	10704340	693.4207856
1997	249	46.809	11404948	792.4499603
2002	249	39.989	11926563	672.0386227
2007	249	43.487	12311143	469.7092981
