Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
New Mexico,2020,41,2020-10-10,384,352,,67,18,14,,24,,,,75,12,14,13,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2020,42,2020-10-17,402,349,,91,11,16,,16,,,,81,15,21,20,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2020,43,2020-10-24,428,379,,81,18,11,11,18,,,,74,15,49,47,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2020,44,2020-10-31,450,408,,65,11,11,,18,,,11,74,14,74,70,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New Mexico,2020,45,2020-11-07,510,469,,65,11,16,10,30,,,13,62,23,131,124,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New Mexico,2020,46,2020-11-14,569,516,,53,17,16,,23,,,14,79,14,182,172,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New Mexico,2020,47,2020-11-21,579,534,,81,12,11,,25,,,17,68,14,185,182,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New Mexico,2020,48,2020-11-28,584,539,,64,11,14,,24,,,10,71,20,208,197,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New Mexico,2020,49,2020-12-05,646,598,,75,16,15,,23,,,13,76,17,247,233,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New Mexico,2020,50,2020-12-12,669,621,,62,23,14,,34,,,,93,20,273,255,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2020,51,2020-12-19,641,603,,67,14,18,12,16,,,18,91,20,235,220,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New Mexico,2020,52,2020-12-26,605,568,,69,13,18,,26,,,16,76,20,189,182,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New Mexico,2020,53,2021-01-02,575,537,,66,16,18,,21,,,10,97,12,179,170,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New Mexico,2021,1,2021-01-09,552,516,,64,19,,,12,,,25,89,12,178,170,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New Mexico,2021,2,2021-01-16,511,478,,48,13,,,23,,,31,78,16,166,150,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New Mexico,2021,3,2021-01-23,506,483,,75,16,11,,16,,,34,69,17,142,132,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New Mexico,2021,4,2021-01-30,455,422,0,70,14,10,,15,,,25,72,18,104,93,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New Mexico,2021,5,2021-02-06,424,395,,61,,,,14,,,32,70,13,96,89,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New Mexico,2021,6,2021-02-13,423,395,,62,14,10,,25,,11,40,54,25,71,61,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
New Mexico,2021,7,2021-02-20,377,354,,52,14,10,,15,,,32,70,11,56,54,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New Mexico,2021,8,2021-02-27,375,356,,77,,12,,18,,,31,45,23,42,36,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New Mexico,2021,9,2021-03-06,356,347,,71,10,13,,12,,,25,59,12,43,41,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New Mexico,2021,10,2021-03-13,287,278,,58,14,,,16,,,28,49,15,25,20,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New Mexico,2021,11,2021-03-20,251,243,0,48,12,10,,15,,,22,42,,15,14,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
New Mexico,2021,12,2021-03-27,192,188,,38,,,0,13,,,15,30,,16,16,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
New York,2020,1,2020-01-04,2164,2027,22,414,60,75,86,128,51,29,40,543,79,0,0,,,,,,,,,,,,,,,
New York,2020,2,2020-01-11,2092,1972,23,412,60,60,63,135,48,43,37,528,82,0,0,,,,,,,,,,,,,,,
New York,2020,3,2020-01-18,2168,2034,25,423,49,63,66,124,44,45,26,582,92,0,0,,,,,,,,,,,,,,,
New York,2020,4,2020-01-25,2023,1885,31,417,61,38,60,97,55,51,39,497,78,0,0,,,,,,,,,,,,,,,
New York,2020,5,2020-02-01,2031,1913,27,399,57,45,52,114,50,38,44,506,89,0,0,,,,,,,,,,,,,,,
New York,2020,6,2020-02-08,2058,1933,29,413,52,49,62,108,53,37,36,549,77,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
New York,2020,7,2020-02-15,1989,1842,16,389,57,50,61,99,43,47,37,537,71,0,0,,,,,,,,,,,,,,,
New York,2020,8,2020-02-22,2032,1925,23,432,57,58,72,127,42,40,32,476,83,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
New York,2020,9,2020-02-29,2161,2020,29,444,50,57,66,107,45,43,36,575,62,0,0,,,,,,,,,,,,,,,
New York,2020,10,2020-03-07,2072,1912,36,380,60,58,71,106,36,40,32,516,91,0,0,,,,,,,,,,,,,,,
New York,2020,11,2020-03-14,1981,1849,15,396,44,52,66,117,43,37,23,475,77,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
New York,2020,12,2020-03-21,2128,1983,29,403,61,65,83,103,51,46,54,477,89,42,40,,,,,,,,,,,,,,,
New York,2020,13,2020-03-28,2544,2395,40,414,73,75,96,146,56,38,32,554,77,296,286,,,,,,,,,,,,,,,
New York,2020,14,2020-04-04,3776,3642,31,439,99,85,145,133,47,51,47,772,93,1126,1090,,,,,,,,,,,,,,,
New York,2020,15,2020-04-11,4666,4527,22,428,97,62,123,136,41,45,28,909,96,2008,1909,,,,,,,,,,,,,,,
New York,2020,16,2020-04-18,4466,4324,22,370,83,68,107,126,45,37,39,803,87,2012,1915,,,,,,,,,,,,,,,
New York,2020,17,2020-04-25,3743,3613,22,387,81,60,75,97,42,47,31,613,79,1598,1518,,,,,,,,,,,,,,,
New York,2020,18,2020-05-02,3130,3001,22,407,66,56,63,93,26,29,21,560,85,1137,1058,,,,,,,,,,,,,,,
New York,2020,19,2020-05-09,2779,2628,22,345,69,54,39,84,34,31,30,547,81,879,809,,,,,,,,,,,,,,,
New York,2020,20,2020-05-16,2508,2364,15,383,72,50,40,79,32,40,32,504,80,670,604,,,,,,,,,,,,,,,
New York,2020,21,2020-05-23,2244,2099,23,369,65,43,50,82,37,28,36,467,57,456,406,,,,,,,,,,,,,,,
New York,2020,22,2020-05-30,2115,1964,19,370,69,44,37,79,30,34,37,478,62,331,291,,,,,,,,,,,,,,,
New York,2020,23,2020-06-06,1974,1813,17,399,36,39,33,65,37,41,29,412,80,264,223,,,,,,,,,,,,,,,
New York,2020,24,2020-06-13,1899,1758,28,363,57,45,33,67,39,29,39,446,63,181,152,,,,,,,,,,,,,,,
New York,2020,25,2020-06-20,1900,1749,31,399,46,56,36,81,38,30,37,446,80,128,102,,,,,,,,,,,,,,,
New York,2020,26,2020-06-27,1931,1764,21,388,49,40,39,71,33,35,27,474,86,76,62,,,,,,,,,,,,,,,
New York,2020,27,2020-07-04,1893,1725,15,391,53,35,38,78,38,36,29,441,68,61,48,,,,,,,,,,,,,,,
New York,2020,28,2020-07-11,1893,1749,17,407,55,42,31,88,29,32,35,472,77,64,47,,,,,,,,,,,,,,,
New York,2020,29,2020-07-18,1848,1703,28,382,55,39,38,73,27,28,30,459,61,58,46,,,,,,,,,,,,,,,
New York,2020,30,2020-07-25,1814,1684,18,420,58,49,30,80,28,39,28,426,69,44,34,,,,,,,,,,,,,,,
New York,2020,31,2020-08-01,1885,1736,18,438,43,41,32,100,32,28,36,443,66,39,30,,,,,,,,,,,,,,,
New York,2020,32,2020-08-08,1876,1729,23,419,53,44,32,79,43,25,38,439,81,32,23,,,,,,,,,,,,,,,
New York,2020,33,2020-08-15,1824,1668,18,393,56,40,30,77,25,29,36,432,77,39,30,,,,,,,,,,,,,,,
New York,2020,34,2020-08-22,1876,1715,19,418,51,43,26,79,28,35,30,440,81,33,23,,,,,,,,,,,,,,,
New York,2020,35,2020-08-29,1812,1663,21,419,59,43,26,74,35,32,46,419,89,23,18,,,,,,,,,,,,,,,
New York,2020,36,2020-09-05,1797,1656,15,402,47,38,24,69,49,37,42,444,61,29,23,,,,,,,,,,,,,,,
New York,2020,37,2020-09-12,1794,1668,23,423,56,42,25,69,38,34,28,416,79,26,21,,,,,,,,,,,,,,,
New York,2020,38,2020-09-19,1880,1724,20,423,55,47,34,73,38,32,36,487,61,24,14,,,,,,,,,,,,,,,
New York,2020,39,2020-09-26,2091,1919,30,455,64,50,32,79,38,32,34,506,91,21,15,,,,,,,,,,,,,,,
New York,2020,40,2020-10-03,1983,1839,25,415,53,54,42,78,36,36,37,480,83,50,38,,,,,,,,,,,,,,,
New York,2020,41,2020-10-10,2093,1947,23,454,64,40,32,74,49,44,46,499,80,50,42,,,,,,,,,,,,,,,
New York,2020,42,2020-10-17,1940,1793,17,407,48,58,29,63,45,30,38,470,99,59,49,,,,,,,,,,,,,,,
New York,2020,43,2020-10-24,1899,1776,17,391,52,47,25,62,34,29,34,462,69,68,60,,,,,,,,,,,,,,,
New York,2020,44,2020-10-31,2010,1891,21,405,62,43,42,78,40,33,40,545,80,88,70,,,,,,,,,,,,,,,
New York,2020,45,2020-11-07,2163,2008,24,451,51,52,46,88,40,41,39,514,89,93,81,,,,,,,,,,,,,,,
New York,2020,46,2020-11-14,2061,1948,25,400,64,42,41,83,36,37,42,499,73,164,142,,,,,,,,,,,,,,,
New York,2020,47,2020-11-21,2186,2036,16,391,62,48,38,91,50,40,58,477,88,219,199,,,,,,,,,,,,,,,
New York,2020,48,2020-11-28,2302,2167,19,390,75,52,40,91,41,40,30,506,71,339,312,,,,,,,,,,,,,,,
New York,2020,49,2020-12-05,2409,2300,32,364,72,56,32,89,39,36,58,539,77,411,385,,,,,,,,,,,,,,,
New York,2020,50,2020-12-12,2639,2526,23,436,70,55,36,82,50,48,55,520,83,595,537,,,,,,,,,,,,,,,
New York,2020,51,2020-12-19,2774,2642,24,392,73,45,37,89,37,41,44,560,88,771,704,,,,,,,,,,,,,,,
New York,2020,52,2020-12-26,2928,2814,24,426,60,61,44,90,33,47,56,554,92,836,767,,,,,,,,,,,,,,,
New York,2020,53,2021-01-02,2925,2793,22,400,76,69,41,71,48,28,61,546,75,894,825,,,,,,,,,,,,,,,
New York,2021,1,2021-01-09,3035,2941,18,341,82,52,61,84,42,39,95,525,93,1037,969,,,,,,,,,,,,,,,
New York,2021,2,2021-01-16,3171,3056,25,417,57,66,54,89,67,45,104,541,85,1053,962,,,,,,,,,,,,,,,
New York,2021,3,2021-01-23,2954,2857,24,383,69,61,57,73,36,29,92,504,68,965,897,,,,,,,,,,,,,,,
New York,2021,4,2021-01-30,2842,2744,17,413,76,48,45,85,46,49,85,564,81,838,761,,,,,,,,,,,,,,,
New York,2021,5,2021-02-06,2819,2728,24,417,76,55,52,95,37,39,104,555,84,770,673,,,,,,,,,,,,,,,
New York,2021,6,2021-02-13,2497,2408,31,375,53,49,30,70,40,44,107,487,94,617,553,,,,,,,,,,,,,,,
New York,2021,7,2021-02-20,2450,2365,33,369,63,61,41,82,33,39,105,523,92,495,424,,,,,,,,,,,,,,,
New York,2021,8,2021-02-27,2343,2240,28,407,76,48,34,86,34,38,105,486,79,372,316,,,,,,,,,,,,,,,
New York,2021,9,2021-03-06,2182,2090,22,382,72,44,36,76,35,31,101,432,91,315,275,,,,,,,,,,,,,,,
New York,2021,10,2021-03-13,2132,2062,30,398,60,41,41,74,38,40,119,441,89,258,223,,,,,,,,,,,,,,,
New York,2021,11,2021-03-20,1700,1657,14,309,46,50,34,59,34,27,123,379,59,204,174,,,,,,,,,,,,,,,
New York,2021,12,2021-03-27,1570,1535,22,283,20,48,17,87,33,17,102,376,63,162,134,,,,,,,,,,,,,,,
New York City,2020,1,2020-01-04,1155,1067,,240,39,28,57,40,16,14,,396,26,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
New York City,2020,2,2020-01-11,1137,1084,15,222,49,18,49,40,10,16,23,375,46,0,0,,,,,,,,,,,,,,,
New York City,2020,3,2020-01-18,1129,1057,11,236,28,15,57,35,12,17,12,351,45,0,0,,,,,,,,,,,,,,,
New York City,2020,4,2020-01-25,1182,1104,14,258,46,25,58,28,14,16,21,379,38,0,0,,,,,,,,,,,,,,,
New York City,2020,5,2020-02-01,1171,1085,,287,32,27,55,34,19,10,,353,35,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
New York City,2020,6,2020-02-08,1172,1085,16,228,42,21,60,45,14,18,,367,52,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
New York City,2020,7,2020-02-15,1130,1063,,253,42,22,46,32,10,,,374,42,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New York City,2020,8,2020-02-22,1096,1026,11,250,31,23,35,39,11,14,13,346,43,0,0,,,,,,,,,,,,,,,
New York City,2020,9,2020-02-29,1110,1028,10,227,34,22,35,48,14,12,12,339,54,0,0,,,,,,,,,,,,,,,
New York City,2020,10,2020-03-07,1113,1045,12,244,43,13,43,28,,,11,355,40,0,0,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New York City,2020,11,2020-03-14,1136,1059,14,230,36,22,47,32,,14,17,384,42,,,,,,,,,,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
New York City,2020,12,2020-03-21,1405,1344,12,262,60,25,62,37,13,15,14,425,52,125,120,,,,,,,,,,,,,,,
New York City,2020,13,2020-03-28,2805,2724,14,266,86,38,121,78,27,21,29,746,54,979,903,,,,,,,,,,,,,,,
New York City,2020,14,2020-04-04,6294,6220,24,260,183,59,218,126,53,33,37,1482,71,3310,3094,,,,,,,,,,,,,,,
New York City,2020,15,2020-04-11,7861,7785,10,252,163,55,165,107,61,28,46,1720,84,4854,4565,,,,,,,,,,,,,,,
New York City,2020,16,2020-04-18,5899,5828,10,189,88,41,53,72,41,16,36,1154,60,3906,3646,,,,,,,,,,,,,,,
New York City,2020,17,2020-04-25,4048,3977,,201,59,27,51,34,22,13,41,702,38,2622,2483,,,Suppressed (counts 1-9),,,,,,,,,,,,
New York City,2020,18,2020-05-02,2846,2765,10,179,32,22,49,30,23,,21,506,46,1723,1620,,,,,,,,,,Suppressed (counts 1-9),,,,,
New York City,2020,19,2020-05-09,2072,1988,,195,34,18,40,26,18,11,23,403,34,1050,982,,,Suppressed (counts 1-9),,,,,,,,,,,,
New York City,2020,20,2020-05-16,1603,1530,14,190,32,12,30,27,,10,19,384,40,616,554,,,,,,,,,Suppressed (counts 1-9),,,,,,
New York City,2020,21,2020-05-23,1310,1219,,207,23,18,26,28,18,10,20,302,30,415,367,,,Suppressed (counts 1-9),,,,,,,,,,,,
New York City,2020,22,2020-05-30,1166,1080,,207,25,10,20,21,10,,13,311,31,283,249,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
New York City,2020,23,2020-06-06,1114,1021,13,194,26,18,17,29,,,18,320,30,196,171,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New York City,2020,24,2020-06-13,1097,1014,20,219,26,25,31,24,10,,16,300,42,139,109,,,,,,,,,,Suppressed (counts 1-9),,,,,
New York City,2020,25,2020-06-20,990,923,16,193,27,15,30,22,,17,,322,27,90,67,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
New York City,2020,26,2020-06-27,1073,984,15,207,30,15,20,26,,,16,354,35,74,54,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New York City,2020,27,2020-07-04,990,911,,226,30,18,27,20,12,11,21,307,36,51,35,,,Suppressed (counts 1-9),,,,,,,,,,,,
New York City,2020,28,2020-07-11,1027,923,15,205,39,18,27,24,,,17,321,38,43,32,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New York City,2020,29,2020-07-18,969,888,,218,38,15,17,33,,,20,281,30,50,32,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New York City,2020,30,2020-07-25,1020,925,10,220,38,12,19,29,,,28,300,36,45,31,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New York City,2020,31,2020-08-01,985,887,13,209,21,11,31,27,12,10,22,299,36,34,21,,,,,,,,,,,,,,,
New York City,2020,32,2020-08-08,964,880,12,186,27,12,24,23,,,21,314,50,24,19,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New York City,2020,33,2020-08-15,987,914,20,213,20,13,23,31,19,12,28,277,40,29,20,,,,,,,,,,,,,,,
New York City,2020,34,2020-08-22,965,891,13,243,32,15,26,25,11,11,20,251,33,21,15,,,,,,,,,,,,,,,
New York City,2020,35,2020-08-29,997,920,14,216,31,14,16,17,11,16,21,272,32,19,15,,,,,,,,,,,,,,,
New York City,2020,36,2020-09-05,971,885,16,223,38,13,34,29,13,15,28,256,36,23,16,,,,,,,,,,,,,,,
New York City,2020,37,2020-09-12,963,873,,208,27,18,20,25,12,12,26,275,40,17,10,,,Suppressed (counts 1-9),,,,,,,,,,,,
New York City,2020,38,2020-09-19,1006,932,10,238,25,12,26,22,19,13,29,268,35,26,21,,,,,,,,,,,,,,,
New York City,2020,39,2020-09-26,988,913,12,199,41,26,32,26,15,,25,282,39,20,15,,,,,,,,,,Suppressed (counts 1-9),,,,,
New York City,2020,40,2020-10-03,968,889,18,192,31,18,19,32,10,,31,261,41,34,28,,,,,,,,,,Suppressed (counts 1-9),,,,,
New York City,2020,41,2020-10-10,1016,953,,224,35,21,18,26,14,17,37,284,42,24,16,,,Suppressed (counts 1-9),,,,,,,,,,,,
New York City,2020,42,2020-10-17,1045,977,11,252,31,16,20,24,12,23,38,292,33,40,35,,,,,,,,,,,,,,,
New York City,2020,43,2020-10-24,1039,949,12,224,28,20,26,24,,16,30,260,46,28,26,,,,,,,,,Suppressed (counts 1-9),,,,,,
New York City,2020,44,2020-10-31,1066,995,11,234,46,22,27,27,,12,39,299,38,41,37,,,,,,,,,Suppressed (counts 1-9),,,,,,
New York City,2020,45,2020-11-07,1154,1098,13,220,34,26,29,27,13,15,72,335,43,70,60,,,,,,,,,,,,,,,
New York City,2020,46,2020-11-14,1094,1034,,235,44,22,24,23,16,,56,285,33,53,43,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
New York City,2020,47,2020-11-21,1101,1069,16,228,49,23,23,25,18,17,66,303,38,68,61,,,,,,,,,,,,,,,
New York City,2020,48,2020-11-28,1070,1024,10,225,35,24,26,34,13,21,64,253,44,69,58,,,,,,,,,,,,,,,
New York City,2020,49,2020-12-05,1160,1133,11,222,39,20,21,27,13,16,78,322,52,130,118,,,,,,,,,,,,,,,
New York City,2020,50,2020-12-12,1231,1194,11,211,39,25,36,36,12,10,98,320,46,169,152,,,,,,,,,,,,,,,
New York City,2020,51,2020-12-19,1338,1298,15,243,51,21,23,31,17,,73,354,42,218,200,,,,,,,,,,Suppressed (counts 1-9),,,,,
New York City,2020,52,2020-12-26,1427,1379,19,211,35,21,37,24,23,,88,390,57,262,244,,,,,,,,,,Suppressed (counts 1-9),,,,,
New York City,2020,53,2021-01-02,1414,1363,11,207,36,35,36,30,12,,111,344,39,293,276,,,,,,,,,,Suppressed (counts 1-9),,,,,
New York City,2021,1,2021-01-09,1507,1463,17,217,34,29,35,39,24,11,98,350,49,368,346,,,,,,,,,,,,,,,
New York City,2021,2,2021-01-16,1488,1433,16,233,46,21,31,26,,19,89,323,49,404,378,,,,,,,,,Suppressed (counts 1-9),,,,,,
New York City,2021,3,2021-01-23,1575,1544,11,213,37,27,36,28,18,14,87,341,38,483,457,,,,,,,,,,,,,,,
New York City,2021,4,2021-01-30,1598,1562,16,211,47,24,32,28,13,12,103,365,39,505,467,,,,,,,,,,,,,,,
New York City,2021,5,2021-02-06,1561,1510,14,182,36,36,25,25,15,16,100,347,47,484,456,,,,,,,,,,,,,,,
New York City,2021,6,2021-02-13,1622,1584,10,254,47,24,31,31,,17,90,344,47,503,465,,,,,,,,,Suppressed (counts 1-9),,,,,,
New York City,2021,7,2021-02-20,1553,1508,15,188,51,25,39,31,,,89,342,53,461,428,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New York City,2021,8,2021-02-27,1544,1500,22,203,29,21,30,32,13,10,103,356,32,446,407,,,,,,,,,,,,,,,
New York City,2021,9,2021-03-06,1439,1398,10,209,43,24,46,30,12,,95,352,43,377,354,,,,,,,,,,Suppressed (counts 1-9),,,,,
New York City,2021,10,2021-03-13,1400,1350,14,202,25,31,32,24,18,18,99,297,34,387,360,,,,,,,,,,,,,,,
New York City,2021,11,2021-03-20,1170,1152,12,162,30,25,32,27,13,12,100,285,35,255,244,,,,,,,,,,,,,,,
New York City,2021,12,2021-03-27,1146,1130,,153,21,29,23,24,12,12,110,263,32,293,283,,,Suppressed (counts 1-9),,,,,,,,,,,,
North Carolina,2020,1,2020-01-04,2003,1839,37,378,64,90,44,137,36,56,27,415,102,0,0,,,,,,,,,,,,,,,
North Carolina,2020,2,2020-01-11,1983,1803,30,399,57,98,58,119,39,39,14,374,107,0,0,,,,,,,,,,,,,,,
North Carolina,2020,3,2020-01-18,1902,1763,30,405,59,86,51,135,31,26,17,362,102,0,0,,,,,,,,,,,,,,,
North Carolina,2020,4,2020-01-25,1994,1815,28,420,60,80,48,120,38,51,25,396,119,0,0,,,,,,,,,,,,,,,
North Carolina,2020,5,2020-02-01,1983,1820,41,381,55,106,50,123,34,25,12,393,120,0,0,,,,,,,,,,,,,,,
North Carolina,2020,6,2020-02-08,2053,1856,31,416,64,106,54,119,39,49,22,412,118,0,0,,,,,,,,,,,,,,,
North Carolina,2020,7,2020-02-15,2060,1885,34,401,54,89,77,129,33,53,14,382,126,0,0,,,,,,,,,,,,,,,
North Carolina,2020,8,2020-02-22,1925,1786,33,405,65,92,68,115,25,41,24,380,118,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
North Carolina,2020,9,2020-02-29,1972,1807,38,399,60,95,64,118,37,39,21,388,107,0,0,,,,,,,,,,,,,,,
North Carolina,2020,10,2020-03-07,2032,1832,35,397,58,102,52,117,30,42,18,408,113,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
North Carolina,2020,11,2020-03-14,2025,1853,34,417,65,93,44,115,35,40,22,424,109,0,0,,,,,,,,,,,,,,,
North Carolina,2020,12,2020-03-21,2052,1846,30,387,67,105,50,111,39,47,15,404,109,,0,,,,,,,,,,,,,,Suppressed (counts 1-9),
North Carolina,2020,13,2020-03-28,1877,1694,22,337,71,88,65,94,33,41,14,368,105,12,,,,,,,,,,,,,,,,Suppressed (counts 1-9)
North Carolina,2020,14,2020-04-04,2024,1853,48,391,66,93,57,111,29,33,25,403,105,44,41,,,,,,,,,,,,,,,
North Carolina,2020,15,2020-04-11,2016,1838,45,373,62,89,48,106,39,33,23,401,101,61,58,,,,,,,,,,,,,,,
North Carolina,2020,16,2020-04-18,2028,1840,17,334,70,107,29,121,24,43,27,372,116,139,124,,,,,,,,,,,,,,,
North Carolina,2020,17,2020-04-25,2104,1931,28,409,73,108,41,102,32,48,28,381,111,121,113,,,,,,,,,,,,,,,
North Carolina,2020,18,2020-05-02,1948,1767,29,355,64,82,31,92,26,38,28,374,92,120,111,,,,,,,,,,,,,,,
North Carolina,2020,19,2020-05-09,2058,1841,31,364,73,92,30,90,28,36,38,381,107,118,114,,,,,,,,,,,,,,,
North Carolina,2020,20,2020-05-16,2039,1843,22,409,64,83,22,85,23,32,46,390,99,104,90,,,,,,,,,,,,,,,
North Carolina,2020,21,2020-05-23,2060,1878,22,393,65,97,35,106,37,33,29,397,101,109,95,,,,,,,,,,,,,,,
North Carolina,2020,22,2020-05-30,1990,1824,36,343,59,90,31,82,35,42,57,381,82,161,140,,,,,,,,,,,,,,,
North Carolina,2020,23,2020-06-06,1966,1804,33,377,62,94,22,108,23,45,52,320,104,127,113,,,,,,,,,,,,,,,
North Carolina,2020,24,2020-06-13,1877,1705,24,371,44,83,22,78,37,37,41,358,86,113,93,,,,,,,,,,,,,,,
North Carolina,2020,25,2020-06-20,1938,1788,26,350,63,72,25,91,35,40,70,386,111,102,88,,,,,,,,,,,,,,,
North Carolina,2020,26,2020-06-27,1946,1749,32,367,66,88,22,76,33,40,39,390,97,104,94,,,,,,,,,,,,,,,
North Carolina,2020,27,2020-07-04,2001,1829,23,408,79,91,21,84,33,36,49,406,101,103,87,,,,,,,,,,,,,,,
North Carolina,2020,28,2020-07-11,1979,1805,28,331,57,91,31,80,31,36,69,349,112,129,120,,,,,,,,,,,,,,,
North Carolina,2020,29,2020-07-18,2026,1830,21,378,71,79,17,89,22,52,80,381,112,154,144,,,,,,,,,,,,,,,
